date,headline,desc
2022-10-20 02:06:00,Ukraine live briefing: Ukrainians face power blackouts as Zelensky warns of Russian plot,"Russian proxies' statements about potential Ukrainian offensives in Kherson may be setting the stage for a major withdrawal across the Dnieper River, analysts said."
2022-10-19 08:57:00,Putin decrees ‘martial law’ in illegally annexed territories of Ukraine ,"The restrictions, which take effect at midnight, follow 10 days of airstrikes on infrastructure and create new uncertainty for Ukrainians living under occupation."
2022-10-19 08:42:00,Putin declares martial law in four illegally annexed regions of Ukraine,"Russian President Vladimir Putin is empowering military officials in Donetsk, Luhansk, Kherson and Zaporizhzhia, the four Ukrainian regions he illegally annexed."
2022-10-19 08:22:00,E.U. to sanction Iran for supplying Russia with drones to attack Ukraine ,Images of drones said to be made in Iran raining down on Ukrainian cities have galvanized E.U. diplomats into action.
2022-10-18 02:14:00,Ukraine live briefing: Russia targets power facilities; Germany ousts cyber chief accused of Russia connections ,A Russian fighter-bomber crash near Krasnodor killed 13 people. President Zelensky said 30 percent of Ukraine's power stations have been destroyed since Oct. 10.
2022-10-17 18:49:00,"Russian fighter jet crashes into apartments near Ukraine, killing at least 13","In a photo verified by The Washington Post, a parachutist, presumed to be a member of the two-person crew, can be seen soaring over the site of the impact."
2022-10-17 10:09:00,What are kamikaze drones? Here’s how Russia and Ukraine are using them.,"Russia has used Iranian-made Shahed-136 kamikaze drones to strike Kyiv, prompting Ukraine to seek more advanced air defense systems."
2022-10-17 02:47:00,Drones hit Kyiv as Russia aims to destroy Ukraine power grid before winter,"The strikes confirmed fears that Russia had opened a new chapter in the war, as infrastructure facilities in other cities also came under attack."
2022-10-17 00:36:00,Ukraine live briefing: Deadly drone strikes rock central Kyiv; Russian plane crash kills at least 4 at apartment complex,Moscow's mayor said he is ending the city’s military mobilization drive after searches for men evading the draft there caused a fierce backlash.
2022-10-16 01:37:00,"Ukraine live briefing: Moscow decries base shooting; Iran planning to send missiles, drones to Russia","Two people opened fire at a military training ground in the Belgorod region of Russia, killing 11 and injuring 15, state media reported."
2022-10-16 01:00:00,Russia is grabbing men off the street to fight in Ukraine,"With reinforcements needed for the war in Ukraine, Russian press gangs are snatching fighting-age men from cafes, offices and homeless shelters."
2022-10-15 01:30:00,Ukraine live briefing: 11 killed in Russian training base shooting; Musk says he’ll continue funding Starlink,"Elon Musk says his SpaceX company will continue to provide satellite internet in Ukraine. On Friday, he had threatened to pull funding."
2022-10-15 01:00:00,"In Kupiansk, in northeast Ukraine, liberation came at a steep cost","Residents of Kupiansk were thrilled when Ukrainian forces ousted the Russians who had occupied the town for months, but then devastation and destruction began. "
2022-10-14 08:55:00,Musk threatens to stop funding Starlink internet Ukraine relies on in war,"Musk said he could not keep funding Ukraine's Starlink service, which is vital to its military, and mocked Ukrainian Ambassador Andrij Melnyk, who had insulted him."
2022-10-14 02:16:00,Ukraine briefing: Putin says mobilization will end soon; U.S. announces more security aid for Ukraine,"Elon Musk said SpaceX cannot fund its Starlink system for Ukraine ""indefinitely."" A Moscow-installed leader in Kherson urged families to flee to Russia, and Kyiv demanded that the ICRC visit a POW camp."
2022-10-13 07:00:00,"As morale suffers, Russia and Ukraine fight a war of mental attrition",Nearly eight months of war is taking its toll on Ukrainian soldiers many of whom have been fighting since the beginning of Russia's invasion with little or no break. 
2022-10-13 06:47:00,American veteran and father of five dies fighting in Ukraine,"Dane Partridge, 34, wrote his will and bought a one-way ticket to Poland, where he signed up to join Ukraine's international legion."
2022-10-13 01:11:00,Russia-Ukraine war updates: Barrage of strikes on civilian areas spurs urgency for air defense aid ,Kyiv region was hit by drone strikes as NATO defense ministers met in Brussels. Russia's Vladimir Putin met with Turkey’s Recep Tayyip Erdogan in Kazakhstan.
2022-10-12 08:47:00,"As missiles strike Ukraine, Israel won’t sell its vaunted air defense",Israel won’t sell Ukraine its Iron Dome missile defense system to avoid harming its close strategic ties with Russia.
2022-10-12 07:10:00,Russia’s new commander in Ukraine was decorated after brutality in Syria,"Sergei Surovikin was called ""General Armageddon"" in Syria, and the recent merciless bombing in Ukraine recalls Russia's approach in propping up Bashar al-Assad."
2022-10-12 01:53:00,U.N. condemns Russia’s annexation of Ukraine territory; NATO says air defense systems a ‘priority’,President Vladimir Putin speaks at Russian Energy Week. NATO ministers and the Ukraine Defense Contact Group hold meetings in Brussels.
2022-10-11 20:03:00,"G-7 demands Russian withdrawal from Ukraine, pledges continued support","In a speech to G-7 leaders, Ukrainian President Volodymyr Zelensky called for more air defense after a second day of Russian attacks on civilians. "
2022-10-11 09:48:00,Hungary’s Orban says Trump is the ‘hope for peace’ in Ukraine,Orban also accused the United States of prolonging the war by supplying Ukraine with weapons.
2022-10-11 01:19:00,Biden says Putin ‘totally miscalculated’ Ukraine invasion amid calls for air defense systems,"G-7 leaders said they would ""stand firmly with Ukraine"" as Moscow ramped up missile and drone strikes against infrastructure and civilian targets. "
2022-10-10 07:00:00,Strikes on Ukraine raise pressure on allies to send advanced air defense ,Ukraine's defense minister said more antiaircraft and antimissile systems would protect the “sky over Ukraine” and “the future of Europe.”
2022-10-10 03:14:00,Russia strikes Kyiv and cities across Ukraine after Crimea Bridge attack ,"Several blasts hit the center of the Ukrainian capital in rush hour, killing civilians. Vladimir Putin boasted of a ""massive"" strike to avenge the bridge attack. "
2022-10-10 01:22:00,Putin boasts of ‘massive strike’ across Ukraine in significant escalation of war,"Russian President Vladimir Putin promised reprisal after the Crimean Bridge explosion. Strikes hit Kyiv, Zaporizhzhia, Kharkiv and other cities. "
2022-10-10 01:00:00,Dispatch from Ukraine: Emotional family reunions in liberated Izyum,"Over seven months of Russian occupation in Kharkiv, many Ukrainians thought they would never see their families again. Liberation brought emotional homecomings. "
2022-10-09 01:18:00,"Ukraine live briefing: Putin, Zelensky trade accusations of ‘terrorism’ as bloody weekend ebbs ","Kyiv and Moscow accused each other of ""terrorism"" and vowed revenge after an explosion damaged Russian infrastructure and airstrikes killed 14 Ukrainians."
2022-10-08 02:01:00,Ukraine live briefing: Kyiv celebrates Crimean Bridge blast; Russia appoints new top commander ,The Kerch Strait Bridge that links Russia to annexed Crimea is a key supply route for Russian troops. Putin had hailed its construction as a win. 
2022-10-07 16:04:00,"After Russian retreat in east Ukraine, police find dozens of torture sites","As Russian forces relinquish occupied territories, Ukrainian authorities are counting the dead and identifying sites used for detentions, interrogations and torture."
2022-10-07 05:11:00,"In rebuke of Putin, rights defenders in Ukraine, Russia, Belarus win Nobel",The peace prize went to a jailed Belarusian activist and Russian and Ukrainian human rights groups for documenting war crimes and rights abuses.
2022-10-07 02:03:00,Ukraine live briefing: Russian and Ukrainian groups win Nobel prize; Russian attacks mount in south,"This year's Nobel Peace Prize was given to human rights activists from Ukraine, Russia and Belarus, and was awarded on Putin's 70th birthday. "
2022-10-06 15:21:00,"Taiwan, looking to Ukraine, pursues internet backup ","Ukraine has used Starlink, a satellite broadband service created by Elon Musk’s company SpaceX, to ensure internet connectivity in the face of Russian attacks."
2022-10-06 13:35:00,Macron’s European Political Community brings in skeptical Ukraine and U.K.,Delegations from 44 countries participated in an inaugural gathering at Prague Castle.
2022-10-06 12:22:00,"As Ukraine war falters, Russians ask a risky question: Could Putin fall? ","The Russian president seems to have a tight grip on power but as military setbacks pile up, there is new speculation about who might want the Kremlin's top job"
2022-10-06 02:06:00,"Ukraine live briefing: Evidence points to Nord Stream sabotage, Swedish investigation finds","“We do not think that any objective investigation is possible without the participation of the Russian side,” Kremlin spokesman Dmitry Peskov said."
2022-10-05 02:07:00,Ukraine live briefing: Putin formalizes annexation claims as Kyiv advances in the south and east,"The Luhansk and Donetsk militias will be incorporated into Russia’s military, while residents will become Russian citizens upon taking an oath of loyalty, new documents claim."
2022-10-04 08:50:00,Ukraine hammers Russian forces into retreat on east and south fronts ,"Even as Russia's Federation Council ratified the illegal annexation of four Ukrainian regions, Moscow's military setbacks continued.
"
